Gene	Gene_ID	Locus	Gene_Size	Mut_Freq	Muts_per_Mbp	Mean_Gain	Mean_Loss	Selected	Num_Lists	fmi_cdx_324	fmi_heme_407	tcga_pancan_299	oncokids_170	goal_core_497	resistance_77	tempus_xt_648	pgdx_elio_505	msk_impact_505	trusight_523	profile_447	mayo_neuro_148	chop_solid_309	intogen_568	chop_heme_211	mayo_heme_42	join_all_1396	goal_full_2640	summary
TGFBR1	ENSG00000106799	09q22.33	6633	0.0183009	2.76	2.5679	1.9031	Y	4							1	1	1	1							1	1	Encodes a receptor kinase that signals to downstream effectors in the TGFß signaling pathway. TGFBR1 is infrequently mutated in cancer; however, germline mutations in this gene are associated with Marfans syndrome and Loeys-Dietz syndrome.
XPA	ENSG00000136936	09q22.33	1424	0.0230206	16.17	2.5653	1.9026	Y	3							1	1			1						1	1	
KLF4	ENSG00000136826	09q31.2	2956	0.0139665	4.72	2.5805	1.9068	Y	8					1		1	1	1	1	1	1		1			1	1	A transcription factor, is altered by mutation in various cancer types including meningiomas.
MUSK	ENSG00000030304	09q31.3	8407	0.0322674	3.84	2.5716	1.9063	Y	2													1		1		1	1	
TLR4	ENSG00000136869	09q33.1	13041	0.0476787	3.66	2.5801	1.9073	Y	2			1					1									1	1	
PPP6C	ENSG00000119414	09q33.3	4382	0.0098247	2.24	2.5773	1.9053	Y	5			1				1		1	1				1			1	1	Encodes a serine/threonine phosphatase involved in cell cycle progression and DNA double-strand break repair. Aberrant expression of PPP6C is found in melanomas, hepatocellular carcinomas, mesotheliomas and glioblastomas.
TSC1	ENSG00000165699	09q34	10305	0.170969	16.59	2.5748	1.8910	Y	13	1	1	1	1	1		1	1	1	1	1	1	1	1			1	1	A tumor suppressor in the mTOR signaling pathway, is inactivated by mutation or deletion in a diverse range of cancers. Germline and somatic TSC1 mutation are a feature of the disease Tuberous sclerosis complex (TSC).
SPTAN1	ENSG00000197694	09q34.11	8199	0.0839915	10.24	2.5728	1.9028	Y	1			1														1	1	
ENG	ENSG00000106991	09q34.11	3370	0.0169524	5.03	2.5854	1.9054	Y	2							1				1						1	1	
ABL1	ENSG00000097007	09q34.12	7066	0.315546	44.66	2.5731	1.8959	Y	13	1	1	1	1	1		1	1	1	1	1		1	1	1		1	1	A tyrosine kinase, is frequently altered by chromosomal translocations in leukemia.
NUP214	ENSG00000126883	09q34.13	8223	0.14737	17.92	2.5756	1.8940	Y	5				1	1								1	1	1		1	1	
BRD3	ENSG00000169925	09q34.2	6193	0.0556733	8.99	2.5770	1.8852	Y	4					1						1		1		1		1	1	
RXRA	ENSG00000186350	09q34.2	6450	0.0662685	10.27	2.5822	1.8891	Y	4			1				1		1					1			1	1	A nuclear receptor and a transcriptional regulator, and deficiency of RXRA cause hyperplasia and aberrant differentiation in skin and prostate.
NOTCH1	ENSG00000148400	09q34.3	9704	0.280196	28.87	2.5942	1.8859	Y	14	1	1	1	1	1		1	1	1	1	1	1	1	1	1		1	1	A transmembrane receptor and transcription factor, can function as both an oncogene and tumor suppressor.
COL5A1	ENSG00000130635	09q34.3	8779	0.0746484	8.50	2.5809	1.8889	Y	1			1														1		
TRAF2	ENSG00000127191	09q34.3	2310	0.0238875	10.34	2.5979	1.8875	Y	3		1							1	1							1	1	A protein that mediates signaling from members of the TNF receptor family and regulates downstream NFkB pathway activation. Mutations are found in meyloma, lymphomas, and more rarely in epithelial cancers.
EGFL7	ENSG00000172889	09q34.3	2612	0.00712772	2.73	2.5956	1.8870	Y	3								1	1	1							1	1	A secreted pro-angiogenic factor, is infrequently mutated in various cancer types.
KIF5B	ENSG00000170759	10p11.22	5970	0.0302447	5.07	2.7015	1.8860	Y	3					1					1				1			1	1	
EPC1	ENSG00000120616	10p11.22	5014	0.0205163	4.09	2.7109	1.8866	Y	2													1		1		1	1	
ANKRD26	ENSG00000107890	10p12.1	6911	0.0661722	9.57	2.6806	1.8834	Y	2										1						1	1	1	
MLLT10	ENSG00000078403	10p12.31	6046	0.0331343	5.48	2.7005	1.8765	Y	1				1													1	1	A histone methyltransferase cofactor, is recurrently altered by chromosomal rearrangement in hematologic malignancies.
GATA3	ENSG00000107485	10p14	3107	0.0314005	10.11	2.7364	1.8734	Y	13	1	1	1	1	1		1	1	1	1	1		1	1	1		1	1	A transcription factor, is altered by mutation or amplification in various cancers, most frequently in breast cancer.
RET	ENSG00000165731	10q11.21	6479	0.0470044	7.25	2.6102	1.8903	Y	13	1	1	1	1	1		1	1	1	1	1		1	1	1		1	1	A receptor tyrosine kinase, is altered by mutation or chromosomal rearrangement in various cancers including thyroid and lung cancers.
RASGEF1A	ENSG00000198915	10q11.21	6046	0.0158929	2.63	2.6055	1.8895	Y	1		1															1	1	
MSMB	ENSG00000263639	10q11.22	946	0.00308226	3.26	2.7111	1.8772	Y	2													1		1		1	1	
ERCC6	ENSG00000225830	10q11.23	11121	0.0683876	6.15	2.5497	1.8724	Y	3							1	1			1						1	1	
ARID5B	ENSG00000150347	10q21.2	8508	0.0385282	4.53	2.5897	1.8747	Y	5			1				1	1	1	1							1	1	A tumor suppressor involved in transcriptional regulation, is altered at low frequencies in various cancer types.
CCDC6	ENSG00000108091	10q21.2	5763	0.0130996	2.27	2.5773	1.8761	Y	2							1							1			1	1	
EGR2	ENSG00000122877	10q21.3	3164	0.0690618	21.83	2.5759	1.8741	Y	2					1									1			1	1	
TET1	ENSG00000138336	10q21.3	9660	0.0981506	10.16	2.5486	1.8715	Y	7					1			1	1	1	1	1		1			1	1	Encodes a tumor suppressor and DNA demethylase involved in the epigenetic regulation of gene expression. TET1 is infrequently mutated in solid tumors.
PRF1	ENSG00000180644	10q22.1	2530	0.0322674	12.75	2.5562	1.8731	Y	2											1			1			1	1	
KAT6B	ENSG00000156650	10q22.2	15572	0.256887	16.50	2.6135	1.8708	Y	2											1			1			1	1	
KLLN	ENSG00000227268	10q23	4284	0.00173377	0.40	2.4950	1.7943	Y	2							1				1						1	1	
BMPR1A	ENSG00000107779	10q23.2	6469	0.0163745	2.53	2.5117	1.8421	Y	7					1		1	1	1	1	1			1			1	1	A transmembrane receptor kinase. Germline mutations of BMPR1A are associated with juvenile intestinal polyposis and Cowden syndrome.
PTEN	ENSG00000171862	10q23.31	8551	0.0761896	8.91	2.4946	1.7918	Y	14	1	1	1	1	1		1	1	1	1	1	1	1	1	1		1	1	A lipid and protein phosphatase, is one of the most frequently mutated genes in cancer.
FAS	ENSG00000026103	10q23.31	4018	0.00760932	1.89	2.4875	1.8175	Y	9	1	1		1	1		1	1		1	1			1			1	1	A death receptor that initiates apoptosis, is recurrently altered by mutation or downregulation in a diverse range of human cancers.
ACTA2	ENSG00000107796	10q23.31	1385	0.00895781	6.47	2.4875	1.8175	Y	1							1										1		
TLL2	ENSG00000095587	10q24.1	6853	0.117607	17.16	2.4867	1.8463	Y	1		1															1	1	
SUFU	ENSG00000107882	10q24.32	6696	0.0135812	2.03	2.4950	1.8476	Y	11	1	1		1	1		1	1	1	1	1	1	1				1	1	Encodes the protein suppressor of fused, which is a negative regulator of hedgehog signaling. Truncating mutations in SUFU are strongly associated with pediatric medulloblastoma.
CYP17A1	ENSG00000148795	10q24.32	1844	0.0288962	15.67	2.4958	1.8472	Y	2	1							1									1		
FGF8	ENSG00000107831	10q24.32	1250	0.00712772	5.70	2.4910	1.8476	Y	2							1			1							1	1	
LDB1	ENSG00000198728	10q24.32	3687	0.0116548	3.16	2.4930	1.8484	Y	2												1		1			1		
NT5C2	ENSG00000076685	10q24.32-q24.33	5324	0.0732036	13.75	2.4944	1.8471	Y	8	1	1		1	1		1	1			1				1		1	1	A 5' nucleotidase, is frequently altered by mutation in relapsed hematopoietic malignancies.
PDCD11	ENSG00000148843	10q24.33	6624	0.0428626	6.47	2.4930	1.8470	Y	1		1															1	1	
SMC3	ENSG00000108055	10q25.2	5638	0.0269698	4.78	2.5032	1.8510	Y	8		1	1		1		1			1	1				1	1	1	1	An ATPase that functions as a subunit of the cohesin complex, is recurrently mutated in Cornelia de Lange syndromes, hematologic malignancies, and solid tumors.
SHOC2	ENSG00000108061	10q25.2	3920	0.0098247	2.51	2.5064	1.8504	Y	2									1			1					1	1	A positive regulator of Ras-MAPK activity, is rarely altered in human cancers, but germline mutations are found in patients with Noonan-like syndromes.
TCF7L2	ENSG00000148737	10q25.2-q25.3	4405	0.0479676	10.89	2.5114	1.8539	Y	7			1		1		1		1	1	1			1			1	1	A tumor suppressor and transcription factor, is altered by mutation or deletion in various cancer types, most frequently in colorectal cancer.
FGFR2	ENSG00000066468	10q26.13	6817	0.0258139	3.79	2.5909	1.8589	Y	14	1	1	1	1	1		1	1	1	1	1	1	1	1	1		1	1	A receptor tyrosine kinase, is altered by mutation, chromosomal rearrangement or amplification in various cancer types.
MKI67	ENSG00000148773	10q26.2	12776	0.671258	52.54	2.5205	1.8573	Y	2		1					1										1	1	
MGMT	ENSG00000170430	10q26.3	4749	0.00895781	1.89	2.5193	1.8550	Y	2			1				1										1	1	
DDB2	ENSG00000134574	11p11.2	1855	0.0118474	6.39	2.5967	1.9314	Y	4							1	1			1			1			1	1	
EXT2	ENSG00000151348	11p11.2	10319	0.015315	1.48	2.6141	1.9341	Y	3								1			1			1			1	1	
KBTBD4	ENSG00000123444	11p11.2	3266	0.0437295	13.39	2.5990	1.9332	Y	1									1								1		A predicted E3 ligase adaptor protein, is recurrently altered by mutation in medulloblastoma.
WT1	ENSG00000184937	11p13	3621	0.0259102	7.16	2.6185	1.9285	Y	15	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	A transcription factor, is overexpressed in various cancer types including leukemias.
FANCF	ENSG00000183161	11p14.3	3295	0.00847621	2.57	2.5651	1.9231	Y	7		1			1		1	1		1	1			1			1	1	
MYOD1	ENSG00000129152	11p15.1	1815	0.0132922	7.32	2.5547	1.9175	Y	5				1				1	1	1			1				1	1	A transcription factor involved in muscle differentiation, is recurrently altered by mutation in rhabdomyosarcoma.
RRAS2	ENSG00000133818	11p15.2	2835	0.045078	15.90	2.5739	1.9143	Y	3			1						1					1			1	1	A small GTPase, is altered frequently by amplification or missense mutations in various cancers.
NUP98	ENSG00000110713	11p15.4	8166	0.0876517	10.73	2.5221	1.8917	Y	5		1		1			1						1		1		1	1	A protein involved in the nuclear pore and nuclear-cytoplasmic trafficking, is altered by chromosomal rearrangements in hematologic malignancies.
LMO1	ENSG00000166407	11p15.4	1604	0.007513	4.68	2.5202	1.9009	Y	6					1		1	1	1	1	1						1	1	A transcriptional regulator of the cell cycle and metastasis, is altered in the germline of some patients predisposed to neuroblastoma.
CTR9	ENSG00000198730	11p15.4	4430	0.0475824	10.74	2.5322	1.9048	Y	2						1			1								1		A component of the PAF1 complex involved in RNA polymerase II regulation, is recurrently altered by mutation in Wilms tumor.
CDKN1C	ENSG00000129757	11p15.4	1957	0.00462339	2.36	2.5156	1.8861	Y	3							1	1			1						1	1	
WEE1	ENSG00000166483	11p15.4	4325	0.0114621	2.65	2.5191	1.9000	Y	2							1	1									1	1	
HRAS	ENSG00000174775	11p15.5	1371	0.014737	10.75	2.5287	1.8786	Y	13	1	1	1	1	1		1	1	1	1	1		1	1	1		1	1	A GTPase, is altered in a diverse range of cancers including head and neck squamous cell carcinoma, thyroid, and bladder cancer.
IGF2	ENSG00000167244	11p15.5	6287	0.0317858	5.06	2.5294	1.8836	Y	5					1			1	1	1	1						1	1	An insulin growth factor, is frequently altered by overexpression in various cancer types, including Wilms tumors. Loss of imprinting of IGF2 is associated with Beckwith-Wiedemann syndrome and predisposes to several pediatric cancers.
MUC6	ENSG00000184956	11p15.5	8148	0.987189	121.16	2.5231	1.8772	Y	1			1														1	1	
H19	ENSG00000130600	11p15.5	2368			2.5218	1.8827	Y	2							1				1						1	1	
CTNND1	ENSG00000198561	11q12.1	7623	0.0395877	5.19	2.6201	1.9499	Y	1			1														1		
APLNR	ENSG00000134817	11q12.1	3613	0.0149297	4.13	2.6175	1.9503	Y	2							1		1								1		A G-protein coupled receptor, is altered by mutation in various cancer types and may promote resistance to immunotherapy.
SDHAF2	ENSG00000167985	11q12.2	1403	0.00635716	4.53	2.6145	1.9524	Y	5							1	1	1	1	1						1	1	Encodes a tumor suppressor involved in the electron transport chain. Germline mutations of SDHAF2 are associated with head and neck parangangliomas.
MEN1	ENSG00000133895	11q13	3955	0.0247544	6.26	2.6257	1.9495	Y	11	1	1	1		1		1	1	1	1	1		1	1			1	1	A transcriptional repressor, is altered by mutation and deletion in various cancer types including parathyroid and endocrine cancers. Germline mutations of MEN1 are associated with Multiple Endocrine Neoplasia Syndrome and predispose to certain cancers.
RELA	ENSG00000173039	11q13.1	3422	0.0192641	5.63	2.6554	1.9534	Y	7				1	1						1	1	1	1	1		1	1	
SF1	ENSG00000168066	11q13.1	4223	0.0350607	8.30	2.6247	1.9497	Y	3			1		1										1		1	1	
ESRRA	ENSG00000173153	11q13.1	2555	0.158736	62.13	2.6158	1.9497	Y	3													1	1	1		1		
RPS6KA4	ENSG00000162302	11q13.1	3210	0.0235985	7.35	2.6140	1.9497	Y	3								1	1	1							1	1	Encodes a serine/threonine kinase involved in the MAPK signaling pathway. RPS6KA4 regulates several oncogenes and is a potential chemotherapeutic target.
PC	ENSG00000173599	11q13.2	6283	0.0482566	7.68	2.7590	1.9633	Y	1		1															1	1	
LRP5	ENSG00000162337	11q13.2	5269	0.0761896	14.46	2.7803	1.9556	Y	0																		1	A receptor involved in WNT signaling, is altered by mutation in various cancer types. Germline mutations in LRP5 are associated with familial exudative vitreoretinopathy and bone loss disorders.
RPS6KB2	ENSG00000175634	11q13.2	1793	0.0159892	8.92	2.7608	1.9604	Y	3								1	1	1							1	1	Encodes a serine/threonine kinase involved in protein translation, cell proliferation and survival. Copy number alterations and mutations of RPS6KB2 are found in various cancers and are associated with poor prognosis.
CCND1	ENSG00000110092	11q13.3	4356	0.0482566	11.08	3.3505	1.9576	Y	13	1	1	1	1	1		1	1	1	1	1		1	1	1		1	1	A regulator of the cell cycle, is amplified in various cancer types including breast, head and neck, and bladder cancers.
FGF19	ENSG00000162344	11q13.3	1833	0.00462339	2.52	3.3392	1.9571	Y	7	1	1			1			1	1	1			1				1	1	A fibroblast growth factor, is altered by amplification in various cancer types.
FGF3	ENSG00000186895	11q13.3	1552	0.0128106	8.25	3.2973	1.9563	Y	8	1	1			1		1	1	1	1			1				1	1	A fibroblast growth factor, is altered by amplification in various cancer types.
FGF4	ENSG00000075388	11q13.3	3177	0.00385282	1.21	3.3245	1.9572	Y	8	1	1			1		1	1	1	1			1				1	1	An oncogenic growth factor, is amplified in a diverse range of cancers, most frequently in breast and head and neck cancers.
INPPL1	ENSG00000165458	11q13.4	5210	0.0675207	12.96	2.7394	1.9421	Y	2			1						1								1		A lipid phosphatase involved in PI3K signaling, is altered by amplification in various cancer types including breast cancer.
EMSY	ENSG00000158636	11q13.5	7718	0.127239	16.49	2.7826	1.9378	Y	6	1	1			1		1	1		1							1	1	
PAK1	ENSG00000149269	11q13.5-q14.1	3867	0.222597	57.56	2.8618	1.9363	Y	4							1	1	1	1							1	1	Encodes a serine/threonine kinase involved in cytoskeletal remodeling and cellular motility, adhesion and survival. Amplifications and overexpression of PAK1 are found in a variety of cancers.
GAB2	ENSG00000033327	11q14.1	6275	0.0218648	3.48	2.8739	1.9336	Y	1									1								1	1	A signaling adaptor molecule, is altered by amplification and overexpression in various cancer types.
EED	ENSG00000074266	11q14.2	3469	0.00924677	2.67	2.6582	1.9037	Y	9	1	1		1	1			1	1	1			1		1		1	1	A transcriptional repressor, is altered in malignant peripheral nerve sheath tumors and hematologic malignancies.
PICALM	ENSG00000073921	11q14.2	4422	0.0137738	3.11	2.6612	1.9038	Y	2													1		1		1	1	
MRE11	ENSG00000020922	11q21	7606	0.0224427	2.95	2.6284	1.8917	Y	9	1	1			1		1	1	1	1	1		1				1	1	A tumor suppressor involved in DNA repair. Germline mutations of MRE11A are associated with ataxia-telangiectasia-like disorder and predispose to breast and ovarian cancers.
MAML2	ENSG00000184384	11q21	7144	0.118571	16.60	2.6263	1.8912	Y	4					1								1	1	1		1	1	
SESN3	ENSG00000149212	11q21	10277	0.0115585	1.12	2.6253	1.8859	Y	1									1								1		A regulator of mTORC1, is mutated at low frequencies in various cancers.
YAP1	ENSG00000137693	11q22.1	5685	0.0125217	2.20	2.8231	1.8876	Y	7				1	1			1	1	1	1	1					1	1	A transcriptional co-activator and downstream effector of the Hippo pathway. High expression of YAP due to gene amplification or epigenetic activation is found in a diverse range of human cancers.
PGR	ENSG00000082175	11q22.1	13074	0.0390098	2.98	2.7157	1.8883	Y	3			1						1	1							1	1	Encodes the progesterone receptor which mediates the effects of progesterone, playing a central role in reproductive events. PGR expression is common in breast and endometrial tumors and is predictive for response to endocrine therapy.
BIRC3	ENSG00000023445	11q22.2	7208	0.0269698	3.74	2.8226	1.8875	Y	6		1			1		1		1	1				1			1	1	An anti-apoptotic protein, is altered in various cancer types.
ATM	ENSG00000149311	11q22.3	18547	0.119437	6.44	2.5629	1.8637	Y	12	1	1	1		1		1	1	1	1	1	1	1	1			1	1	A kinase involved in DNA damage response, is inactivated in various solid and hematologic malignancies. Germline ATM mutations are a defining feature of ataxia telangiectasia syndrome, a neurodegenerative, autosomal disorder that predisposes to various cancers.
SDHD	ENSG00000204370	11q23.1	2219	0.00317858	1.43	2.5423	1.8618	Y	10	1	1			1		1	1	1	1	1	1	1				1	1	Encodes an enzyme involved in the electron transport chain. Germline mutations of SDHD are associated with pheochromocytomas and paragangliomas and gastrointestinal, renal cell and pituitary cancers.
KMT2A	ENSG00000118058	11q23.3	16746	0.174244	10.41	2.5545	1.8646	Y	13	1	1	1	1	1		1	1	1	1	1		1	1	1		1	1	A histone methyltransferase, is altered by mutation or deletion in various solid tumors, and by chromosomal rearrangement in various hematologic malignancies.
CBL	ENSG00000110395	11q23.3	11273	0.13928	12.36	2.5461	1.8646	Y	14	1	1		1	1		1	1	1	1	1	1	1	1	1	1	1	1	A tumor suppressor and ubiquitin ligase, is inactivated by mutation or deletion in various cancer types including myeloid malignancies.
ARHGEF12	ENSG00000196914	11q23.3	10687	0.0445964	4.17	2.5468	1.8634	Y	2											1			1			1	1	
CHEK1	ENSG00000149554	11q24.2	4367	0.0366018	8.38	2.5542	1.8628	Y	9	1	1			1		1	1	1	1	1		1				1	1	An intracellular kinase, is overexpressed in various solid and hematologic malignancies.
ETS1	ENSG00000134954	11q24.3	5585	0.027355	4.90	2.5567	1.8628	Y	5		1			1		1			1					1		1	1	
FLI1	ENSG00000151702	11q24.3	4421	0.0287998	6.51	2.5575	1.8630	Y	1										1							1	1	A transcription factor of the ETS protein family, is frequently altered by chromosomal rearrangement in Ewing's Sarcoma.
H3-5	ENSG00000188375	12p11.21	1118	0.00741668	6.63	2.9697	1.9595	Y	4			1					1	1	1							1	1	A histone variant, is infrequently altered by mutation in various cancer types.
KRAS	ENSG00000133703	12p12.1	6873	0.0896744	13.05	3.2102	1.9470	Y	15	1	1	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	A GTPase which functions as an upstream regulator of the MAPK and PI3K pathways, is frequently mutated in various cancer types including pancreatic, colorectal and lung cancers.
ETNK1	ENSG00000139163	12p12.1	8026	0.0209979	2.62	3.0514	1.9415	Y	3					1										1	1	1	1	A kinase involved in phospholipid biosynthesis, is recurrently altered by mutation in BCR-ABL negative CML and CMML.
RECQL	ENSG00000004700	12p12.1	3805	0.0257176	6.76	3.0340	1.9392	Y	2					1				1								1	1	A DNA helicase, is a germline breast cancer susceptibility gene.
PTPRO	ENSG00000151490	12p12.3	11695	0.0256213	2.19	2.9223	1.9266	Y	3	1	1						1									1	1	
PIK3C2G	ENSG00000139144	12p12.3	5945	0.0485456	8.17	2.9806	1.9341	Y	5	1							1	1	1		1					1	1	Encodes a kinase involved in cell proliferation, oncogenic transformation and protein trafficking signaling pathways. Inactivating mutations of PIK3C2G are found in melanomas and lung and gastrointestinal cancers.
CDKN1B	ENSG00000111276	12p13.1	2423	0.0156039	6.44	2.8777	1.9109	Y	11	1	1	1		1		1	1	1	1	1		1	1			1	1	A tumor suppressor and cell cycle regulator, is altered in various cancer types.
ATF7IP	ENSG00000171681	12p13.1	10895	0.0686766	6.30	2.8825	1.9210	Y	2			1											1			1		
ETV6	ENSG00000139083	12p13.2	6176	0.0140628	2.28	2.9026	1.9182	Y	13	1	1		1	1		1	1	1	1	1		1	1	1	1	1	1	A transcription factor, is frequently altered by chromosomal rearrangement in hematologic malignancies.
LRP6	ENSG00000070018	12p13.2	10344	0.103834	10.04	2.8911	1.9178	Y	0																		1	A receptor involved in WNT signaling, is altered by mutation in various cancer types. Germline mutations in LRP6 are associated with early coronary disease, oligodontia, and bone mass disorders.
CHD4	ENSG00000111642	12p13.31	6958	0.326912	46.98	2.9103	1.9365	Y	6			1		1		1	1		1				1			1	1	
PTPN6	ENSG00000111679	12p13.31	2620	0.0314968	12.02	2.9077	1.9371	Y	2		1												1			1	1	
